Id;R/O_final;Country;Entry;Artist;Song;Language;Placing_final;Year
1461;20;Romania;18;Ilinca feat. Alex Florea;"""Yodel It!""";English;7;2017
1478;21;Germany;61;Levina;"""Perfect Life""";English;25;2017
1479;22;Ukraine;14;O.Torvald;"""Time""";English;24;2017
1443;23;Belgium;59;Blanche;"""City Lights""";English;4;2017
1439;24;Sweden;57;Robin Bengtsson;"""I Can't Go On""";English;5;2017
1471;25;Bulgaria;11;Kristian Kostov;"""Beautiful Mess""";English;2;2017
1480;26;France;60;Alma;"""Requiem""";French, English;12;2017
1517;1;Ukraine;15;Mélovin;"""Under the Ladder""";English;17;2018
1518;2;Spain;58;Amaia & Alfred;"""Tu canción""";Spanish;23;2018
1516;3;Slovenia;24;Lea Sirk;"""Hvala, ne!""";Slovene[z];22;2018
1486;4;Lithuania;19;Ieva Zasimauskaitė;"""When We're Old""";English[v];12;2018
1493;5;Austria;51;Cesár Sampson;"""Nobody but You""";English;3;2018
1489;6;Estonia;24;Elina Nechayeva;"""La forza""";Italian;8;2018
1500;7;Norway;57;Alexander Rybak;"""That's How You Write a Song""";English;15;2018
1519;8;Portugal;50;Cláudia Pascoal;"""O jardim""";Portuguese;26 ◁;2018
1520;9;United Kingdom;61;SuRie;"""Storm""";English;24;2018
1502;10;Serbia;11;Sanja Ilić & Balkanika;"""Nova deca"" (Нова деца)";Serbian[x];19;2018
1521;11;Germany;62;Michael Schulte;"""You Let Me Walk Alone""";English;4;2018
1483;12;Albania;15;Eugent Bushpepa;"""Mall""";Albanian;11;2018
1522;13;France;61;Madame Monsieur;"""Mercy""";French;13;2018
1485;14;Czech Republic;7;Mikolas Josef;"""Lie to Me""";English;6;2018
1504;15;Denmark;47;Rasmussen;"""Higher Ground""";English[y];9;2018
1508;16;Australia;4;Jessica Mauboy;"""We Got Love""";English;20;2018
1495;17;Finland;52;Saara Aalto;"""Monsters""";English;25;2018
1490;18;Bulgaria;12;Equinox;"""Bones""";English;14;2018
1506;19;Moldova;14;DoReDoS;"""My Lucky Day""";English;10;2018
1514;20;Sweden;58;Benjamin Ingrosso;"""Dance You Off""";English;7;2018
1512;21;Hungary;16;AWS;"""Viszlát nyár""";Hungarian;21;2018
1487;22;Israel;41;Netta;"""Toy""";English;1;2018
1507;23;Netherlands;59;Waylon;"""Outlaw in 'Em""";English;18;2018
1498;24;Ireland;52;Ryan O'Shaughnessy;"""Together""";English[w];16;2018
1499;25;Cyprus;35;Eleni Foureira;"""Fuego""";English[b];2;2018
1523;26;Italy;44;Ermal Meta & Fabrizio Moro;"""Non mi avete fatto niente""";Italian;5;2018
1551;1;Malta;32;Michela;"""Chameleon""";English;14;2019
1554;2;Albania;16;Jonida Maliqi;"""Ktheju tokës""";Albanian;17;2019
1529;3;Czech Republic;8;Lake Malawi;"""Friend of a Friend""";English;11;2019
1559;4;Germany;63;S!sters;"""Sister""";English;25;2019
1553;5;Russia;22;Sergey Lazarev;"""Scream""";English;3;2019
1547;6;Denmark;48;Leonora;"""Love Is Forever""";English, French[c][ab];12;2019
1540;7;San Marino;10;Serhat;"""Say Na Na Na""";English[q];19;2019
1557;8;North Macedonia;19;Tamara Todevska;"""Proud""";English;7;2019
1548;9;Sweden;59;John Lundvik;"""Too Late for Love""";English;5;2019
1528;10;Slovenia;25;Zala Kralj & Gašper Šantl;"""Sebi""";Slovene;15;2019
1524;11;Cyprus;36;Tamta;"""Replay""";English;13;2019
1556;12;Netherlands;60;Duncan Laurence;"""Arcade""";English;1;2019
1539;13;Greece;40;Katerine Duska;"""Better Love""";English;21;2019
1560;14;Israel;42;Kobi Marimi;"""Home""";English;23;2019
1555;15;Norway;58;KEiiNO;"""Spirit in the Sky""";English[ac];6;2019
1561;16;United Kingdom;62;Michael Rice;"""Bigger than Us""";English;26 ◁;2019
1536;17;Iceland;32;Hatari;"""Hatrið mun sigra""";Icelandic;10;2019
1537;18;Estonia;25;Victor Crone;"""Storm""";English;20;2019
1531;19;Belarus;16;ZENA;"""Like It""";English;24;2019
1558;20;Azerbaijan;12;Chingiz;"""Truth""";English;8;2019
1562;21;France;62;Bilal Hassani;"""Roi""";French, English;16;2019
1563;22;Italy;45;Mahmood;"""Soldi""";Italian[n];2;2019
1532;23;Serbia;12;Nevena Božović;"""Kruna"" (Круна)";Serbian[g];18;2019
1544;24;Switzerland;60;Luca Hänni;"""She Got Me""";English;4;2019
1535;25;Australia;5;Kate Miller-Heidke;"""Zero Gravity""";English;9;2019
1564;26;Spain;59;Miki;"""La venda""";Spanish;22;2019
1572;1;Cyprus;37;Elena Tsagrinou;"""El Diablo""";English[b];16;2021
1591;2;Albania;17;Anxhela Peristeri;"""Karma""";Albanian;21;2021
1576;3;Israel;43;Eden Alene;"""Set Me Free""";English[w];17;2021
1575;4;Belgium;62;Hooverphonic;"""The Wrong Place""";English;19;2021
1567;5;Russia;23;Manizha;"""Russian Woman""";Russian, English;9;2021
1580;6;Malta;33;Destiny;"""Je me casse""";English[a];7;2021
1592;7;Portugal;52;The Black Mamba;"""Love Is on My Side""";English;12;2021
1589;8;Serbia;13;Hurricane;"""Loco Loco""";Serbian[g][b];15;2021
1598;9;United Kingdom;63;James Newman;"""Embers""";English;26 ◁;2021
1584;10;Greece;41;Stefania;"""Last Dance""";English;10;2021
1596;11;Switzerland;61;Gjon's Tears;"""Tout l'Univers""";French;3;2021
1588;12;Iceland;33;Daði og Gagnamagnið;"""10 Years""";English;4;2021
1599;13;Spain;60;Blas Cantó;"""Voy a quedarme""";Spanish;24;2021
1587;14;Moldova;16;Natalia Gordienko;"""Sugar""";English;13;2021
1600;15;Germany;64;Jendrik;"""I Don't Feel Hate""";English[c];25;2021
1594;16;Finland;54;Blind Channel;"""Dark Side""";English;6;2021
1593;17;Bulgaria;13;Victoria;"""Growing Up Is Getting Old""";English;11;2021
1565;18;Lithuania;21;The Roop;"""Discoteque""";English;8;2021
1579;19;Ukraine;16;Go_A;"""Shum"" (Шум)";Ukrainian;5;2021
1601;20;France;63;Barbara Pravi;"""Voilà""";French;2;2021
1578;21;Azerbaijan;13;Efendi;"""Mata Hari""";English[o];20;2021
1573;22;Norway;59;Tix;"""Fallen Angel""";English;18;2021
1602;23;Netherlands;61;Jeangu Macrooy;"""Birth of a New Age""";English, Sranan Tongo;23;2021
1603;24;Italy;46;Måneskin;"""Zitti e buoni""";Italian;1;2021
1568;25;Sweden;60;Tusse;"""Voices""";English;14;2021
1581;26;San Marino;11;Senhit[ad];"""Adrenalina""";English[i];22;2021
