Id,R/O_final,Country,Entry,Artist,Song,Language,Placing,Year,R/O,Event,name,artists,id,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,analysis_url,duration_ms,time_signature
255,17.0,Luxembourg,16,Vicky Leandros,Après toi,French,1,1972,0.0,0,Après toi,Vicky Leandros,13tx9je0ftBgu6BKpsQDo4,38,spotify:track:13tx9je0ftBgu6BKpsQDo4,0.35,0.463,5,-7.271,1,0.0274,0.539,3.93e-05,0.173,0.497,105.79,audio_features,https://api.spotify.com/v1/audio-analysis/13tx9je0ftBgu6BKpsQDo4,212987,4
256,18.0,Netherlands,17,Sandra & Andres,Als het om de liefde gaat,Dutch,4,1972,0.0,0,Als het om de liefde gaat,Sandra & Andres,0EUjJWkCWNmdZmGCxzYZOH,28,spotify:track:0EUjJWkCWNmdZmGCxzYZOH,0.717,0.384,8,-13.577,1,0.0337,0.796,9.34e-05,0.349,0.96,110.268,audio_features,https://api.spotify.com/v1/audio-analysis/0EUjJWkCWNmdZmGCxzYZOH,181120,4
263,7.0,Spain,13,Mocedades,Eres tú,Spanish,2,1973,0.0,0,Eres tú,Mocedades,5ETDazN24XkAEvf00KT2jU,36,spotify:track:5ETDazN24XkAEvf00KT2jU,0.425,0.609,2,-3.845,1,0.0274,0.341,0.0,0.296,0.685,81.211,audio_features,https://api.spotify.com/v1/audio-analysis/5ETDazN24XkAEvf00KT2jU,211093,4
264,8.0,Switzerland,18,Patrick Juvet,"Je vais me marier, Marie",French,12,1973,0.0,0,Je vais me marier marie,Patrick Juvet,7DtZfdCENSZ3FV5F9Znpqe,19,spotify:track:7DtZfdCENSZ3FV5F9Znpqe,0.433,0.504,9,-12.21,0,0.0498,0.131,0.0,0.0544,0.735,184.593,audio_features,https://api.spotify.com/v1/audio-analysis/7DtZfdCENSZ3FV5F9Znpqe,169333,4
266,10.0,Italy,18,Massimo Ranieri,Chi sarà con te,Italian,13,1973,0.0,0,Chi sarà con te,Massimo Ranieri,5yyEIHirG13Ya2rcBvIpC5,15,spotify:track:5yyEIHirG13Ya2rcBvIpC5,0.384,0.465,1,-7.158,1,0.0303,0.494,1.49e-06,0.076,0.351,117.031,audio_features,https://api.spotify.com/v1/audio-analysis/5yyEIHirG13Ya2rcBvIpC5,195813,4
267,11.0,Luxembourg,17,Anne-Marie David,Tu te reconnaîtras,French,1,1973,0.0,0,Tu te reconnaitras,Anne-Marie David,3682WlWtLmx44QNpB6Py4X,43,spotify:track:3682WlWtLmx44QNpB6Py4X,0.544,0.669,3,-4.314,0,0.0283,0.651,1.35e-06,0.178,0.462,100.473,audio_features,https://api.spotify.com/v1/audio-analysis/3682WlWtLmx44QNpB6Py4X,159013,3
269,13.0,Netherlands,18,Ben Cramer,De oude muzikant,Dutch,14,1973,0.0,0,De oude muzikant,Ben Cramer,20vPs9ZVq3hcbKAs2o3QE1,30,spotify:track:20vPs9ZVq3hcbKAs2o3QE1,0.378,0.519,4,-10.691,1,0.127,0.616,2.57e-05,0.178,0.601,181.358,audio_features,https://api.spotify.com/v1/audio-analysis/20vPs9ZVq3hcbKAs2o3QE1,209773,3
271,15.0,United Kingdom,16,Cliff Richard,Power to All Our Friends,English,3,1973,0.0,0,Power to all our friends,Cliff Richard,2iROmMd08yQs66eK4bHyNO,40,spotify:track:2iROmMd08yQs66eK4bHyNO,0.36,0.413,4,-9.966,1,0.037,0.782,0.0,0.315,0.629,180.243,audio_features,https://api.spotify.com/v1/audio-analysis/2iROmMd08yQs66eK4bHyNO,183067,4
276,3.0,Spain,14,Peret,Canta y sé feliz,Spanish,9,1974,0.0,0,Canta y sé feliz,Peret,4xuQ7KieQmHXiYdh965WQR,29,spotify:track:4xuQ7KieQmHXiYdh965WQR,0.632,0.755,8,-3.402,0,0.284,0.218,0.0,0.0536,0.773,103.49,audio_features,https://api.spotify.com/v1/audio-analysis/4xuQ7KieQmHXiYdh965WQR,170600,4
281,8.0,Sweden,15,ABBA,Waterloo,English,1,1974,0.0,0,Waterloo,ABBA,1CsuK5dlnWAkWhffeteqH3,0,spotify:track:1CsuK5dlnWAkWhffeteqH3,0.414,0.944,2,-2.87,1,0.0486,0.231,2.13e-05,0.336,0.723,147.216,audio_features,https://api.spotify.com/v1/audio-analysis/1CsuK5dlnWAkWhffeteqH3,165800,4
285,12.0,Netherlands,19,Mouth & MacNeal,I See a Star,English,3,1974,0.0,0,I see a star,Mouth & MacNeal,3SmDP7wT0J7NTHtzB896PD,34,spotify:track:3SmDP7wT0J7NTHtzB896PD,0.603,0.52,4,-7.885,1,0.0347,0.792,0.000668,0.112,0.481,89.248,audio_features,https://api.spotify.com/v1/audio-analysis/3SmDP7wT0J7NTHtzB896PD,176027,4
289,16.0,Portugal,10,Paulo de Carvalho,E depois do adeus,Portuguese,14,1974,0.0,0,E depois do adeus,Paulo de Carvalho,5kbSrcu9v1mCgJ1xBu7zHJ,35,spotify:track:5kbSrcu9v1mCgJ1xBu7zHJ,0.363,0.55,1,-7.656,1,0.0321,0.651,0.000993,0.186,0.308,101.808,audio_features,https://api.spotify.com/v1/audio-analysis/5kbSrcu9v1mCgJ1xBu7zHJ,203800,4
291,1.0,Netherlands,20,Teach-In,Ding-a-Dong,English,1,1975,0.0,0,Ding-a-dong,Teach In,2l0bsnhU8h3pzxVWtbFJCN,0,spotify:track:2l0bsnhU8h3pzxVWtbFJCN,0.708,0.561,9,-15.148,0,0.0367,0.512,1.66e-06,0.141,0.929,139.199,audio_features,https://api.spotify.com/v1/audio-analysis/2l0bsnhU8h3pzxVWtbFJCN,149573,4
292,2.0,Ireland,11,The Swarbriggs,That's What Friends Are For,English,9,1975,0.0,0,That's what friends are for,The Swarbriggs,1rz4rSUxJmeIF4CuYarTnp,15,spotify:track:1rz4rSUxJmeIF4CuYarTnp,0.439,0.509,9,-8.641,1,0.0305,0.457,0.000613,0.0919,0.509,185.109,audio_features,https://api.spotify.com/v1/audio-analysis/1rz4rSUxJmeIF4CuYarTnp,173013,3
293,3.0,France,19,Nicole Rieu,Et bonjour à toi l'artiste,French,4,1975,0.0,0,Et bonjour a toi l'artiste,Nicole Rieu,5eGnVU7C3mRbXMergmSz9Q,16,spotify:track:5eGnVU7C3mRbXMergmSz9Q,0.498,0.231,2,-16.628,1,0.0325,0.812,0.000201,0.0705,0.346,134.092,audio_features,https://api.spotify.com/v1/audio-analysis/5eGnVU7C3mRbXMergmSz9Q,222493,4
294,4.0,Germany,20,Joy Fleming,Ein Lied kann eine Brücke sein,"German, English",17,1975,0.0,0,Ein lied kann eine brücke sein,Joy Fleming,3QV9DSUJl1l4IuAat9T1dP,32,spotify:track:3QV9DSUJl1l4IuAat9T1dP,0.383,0.565,7,-11.852,1,0.0483,0.236,0.0,0.0948,0.625,113.927,audio_features,https://api.spotify.com/v1/audio-analysis/3QV9DSUJl1l4IuAat9T1dP,214000,4
298,8.0,Yugoslavia,15,Pepel in kri [sl],Dan ljubezni,Slovene,13,1975,0.0,0,Dan ljubezni,Pepel In Kri,2wfkkb00LklyYNv4v3PcVA,18,spotify:track:2wfkkb00LklyYNv4v3PcVA,0.506,0.553,0,-9.016,1,0.0292,0.03,1.08e-06,0.0698,0.467,115.819,audio_features,https://api.spotify.com/v1/audio-analysis/2wfkkb00LklyYNv4v3PcVA,217640,4
299,9.0,United Kingdom,18,The Shadows,Let Me Be the One,English,2,1975,0.0,0,Let me be the one,The Shadows,6gZvvkOUTl33NDsbi3lzKr,29,spotify:track:6gZvvkOUTl33NDsbi3lzKr,0.617,0.379,0,-12.853,1,0.0305,0.44,0.0,0.137,0.825,87.555,audio_features,https://api.spotify.com/v1/audio-analysis/6gZvvkOUTl33NDsbi3lzKr,170600,4
303,13.0,Turkey,1,Semiha Yankı,Seninle Bir Dakika,Turkish,19,1975,0.0,0,Seninle bir dakika,Semiha Yankı,75VNqzrUfN1p6GAN5jHy8N,16,spotify:track:75VNqzrUfN1p6GAN5jHy8N,0.354,0.533,6,-11.234,0,0.0772,0.622,0.0,0.0973,0.4,187.685,audio_features,https://api.spotify.com/v1/audio-analysis/75VNqzrUfN1p6GAN5jHy8N,172573,3
307,17.0,Spain,15,Sergio & Estíbaliz,Tú volverás,Spanish,10,1975,0.0,0,Tú volverás,Sergio Y Estibaliz,2KYlV00chBWcckA8smxYJW,34,spotify:track:2KYlV00chBWcckA8smxYJW,0.266,0.598,10,-4.362,1,0.0351,0.632,0.0,0.209,0.512,171.666,audio_features,https://api.spotify.com/v1/audio-analysis/2KYlV00chBWcckA8smxYJW,209787,4
308,18.0,Sweden,16,Lasse Berghagen & The Dolls,"Jennie, Jennie",English,8,1975,0.0,0,Jennie jennie,Lasse Berghagen,3BdAVTDazl0jW9Jpxz0VYh,31,spotify:track:3BdAVTDazl0jW9Jpxz0VYh,0.381,0.554,0,-6.448,0,0.0309,0.435,0.0,0.136,0.48,184.905,audio_features,https://api.spotify.com/v1/audio-analysis/3BdAVTDazl0jW9Jpxz0VYh,206400,4
309,19.0,Italy,20,Wess & Dori Ghezzi,Era,Italian,3,1975,0.0,0,Era,Dori Ghezzi,6rOWvMzDHtOUabr8TsDVrh,24,spotify:track:6rOWvMzDHtOUabr8TsDVrh,0.578,0.49,7,-8.077,0,0.0315,0.291,0.000399,0.0673,0.855,136.054,audio_features,https://api.spotify.com/v1/audio-analysis/6rOWvMzDHtOUabr8TsDVrh,173040,4
310,1.0,United Kingdom,19,Brotherhood of Man,Save Your Kisses for Me,English,1,1976,0.0,0,Save your kisses for me,Brotherhood of Man,1dYMFgDTwgtxSmevvJxxD9,22,spotify:track:1dYMFgDTwgtxSmevvJxxD9,0.75,0.537,7,-10.144,1,0.0327,0.144,0.0,0.103,0.878,93.75,audio_features,https://api.spotify.com/v1/audio-analysis/1dYMFgDTwgtxSmevvJxxD9,183733,4
311,2.0,Switzerland,21,"Peter, Sue and Marc","Djambo, Djambo",English,4,1976,0.0,0,Djambo djambo,"Peter, Sue & Marc",47F73dkUQMKOl77Zs68pxk,10,spotify:track:47F73dkUQMKOl77Zs68pxk,0.409,0.8,3,-6.304,1,0.171,0.615,0.0,0.0849,0.477,92.036,audio_features,https://api.spotify.com/v1/audio-analysis/47F73dkUQMKOl77Zs68pxk,168333,4
315,6.0,Belgium,21,Pierre Rapsat,Judy et Cie,French,8,1976,0.0,0,Judy & cie,Pierre Rapsat,1ntNnJhwMluoU0dbHFkxRD,0,spotify:track:1ntNnJhwMluoU0dbHFkxRD,0.451,0.742,4,-5.614,0,0.0284,0.0606,0.00167,0.135,0.354,146.136,audio_features,https://api.spotify.com/v1/audio-analysis/1ntNnJhwMluoU0dbHFkxRD,172292,4
316,7.0,Ireland,12,Red Hurley,When,English,10,1976,0.0,0,When,Red Hurley,0HGofOkaGG7iH03kiNJ3xD,0,spotify:track:0HGofOkaGG7iH03kiNJ3xD,0.374,0.384,9,-15.121,1,0.0305,0.524,0.0235,0.116,0.298,79.157,audio_features,https://api.spotify.com/v1/audio-analysis/0HGofOkaGG7iH03kiNJ3xD,178227,4
317,8.0,Netherlands,21,Sandra Reemer,The Party's Over,English,9,1976,0.0,0,The party's over,Sandra Reemer,6rFONJTaRljmp7QNF9pePD,6,spotify:track:6rFONJTaRljmp7QNF9pePD,0.448,0.327,7,-9.339,1,0.028,0.681,0.00485,0.266,0.472,110.148,audio_features,https://api.spotify.com/v1/audio-analysis/6rFONJTaRljmp7QNF9pePD,184147,4
321,12.0,Spain,16,Braulio,Sobran las palabras,Spanish,16,1976,0.0,0,Sobran las palabras,Braulio,1QOgYW9oq5r6evWA2A4s6a,27,spotify:track:1QOgYW9oq5r6evWA2A4s6a,0.405,0.479,9,-9.362,1,0.044,0.25,0.0,0.339,0.48,171.826,audio_features,https://api.spotify.com/v1/audio-analysis/1QOgYW9oq5r6evWA2A4s6a,181173,4
324,15.0,Portugal,12,Carlos do Carmo,Uma flor de verde pinho,Portuguese,12,1976,0.0,0,Uma flor de verde pinho,Carlos Do Carmo,0op9SxdoWb74vYLwO68VCP,9,spotify:track:0op9SxdoWb74vYLwO68VCP,0.432,0.293,1,-13.993,1,0.0373,0.546,0.00459,0.206,0.281,106.206,audio_features,https://api.spotify.com/v1/audio-analysis/0op9SxdoWb74vYLwO68VCP,153253,3
329,2.0,Monaco,19,Michèle Torr,Une petite française,French,4,1977,0.0,0,Une petite française,Michèle Torr,4OMWFiBrBlA11tnJmNhi7y,17,spotify:track:4OMWFiBrBlA11tnJmNhi7y,0.591,0.515,2,-8.702,0,0.0305,0.541,0.0,0.269,0.659,90.274,audio_features,https://api.spotify.com/v1/audio-analysis/4OMWFiBrBlA11tnJmNhi7y,173480,4
333,6.0,Germany,22,Silver Convention,Telegram,English,8,1977,0.0,0,Telegram,Silver Convention,72YL3BihTfLT3gfihtonfB,14,spotify:track:72YL3BihTfLT3gfihtonfB,0.756,0.583,9,-12.817,1,0.0941,0.134,0.0,0.0558,0.751,124.93,audio_features,https://api.spotify.com/v1/audio-analysis/72YL3BihTfLT3gfihtonfB,183373,4
339,12.0,Switzerland,22,Pepe Lienhard Band,Swiss Lady,German,6,1977,0.0,0,Swiss lady,Pepe Lienhard Band,0832pCssQRETuqoNPLOtpO,36,spotify:track:0832pCssQRETuqoNPLOtpO,0.63,0.899,8,-7.985,1,0.108,0.159,0.0,0.103,0.81,145.629,audio_features,https://api.spotify.com/v1/audio-analysis/0832pCssQRETuqoNPLOtpO,178507,4
341,14.0,Spain,17,Micky,Enséñame a cantar,Spanish,9,1977,0.0,0,Enseñame a cantar,Micky,2uqty8GXN72i8h5YFd037F,11,spotify:track:2uqty8GXN72i8h5YFd037F,0.663,0.781,2,-8.902,1,0.126,0.514,8e-06,0.0488,0.928,188.412,audio_features,https://api.spotify.com/v1/audio-analysis/2uqty8GXN72i8h5YFd037F,208040,4
342,15.0,Italy,22,Mia Martini,Libera,Italian,13,1977,0.0,0,Libera,Mia Martini,4iFi6jodzR32hOJSNOsRtz,0,spotify:track:4iFi6jodzR32hOJSNOsRtz,0.575,0.803,0,-7.027,1,0.0313,0.0188,0.00245,0.0599,0.96,112.495,audio_features,https://api.spotify.com/v1/audio-analysis/4iFi6jodzR32hOJSNOsRtz,243040,4
343,16.0,Finland,16,Monica Aspelund,Lapponia,Finnish,10,1977,0.0,0,Lapponia,Monica Aspelund,5jpIeF3LgxACAOn0gUh3cy,1,spotify:track:5jpIeF3LgxACAOn0gUh3cy,0.642,0.436,0,-11.192,1,0.0333,0.834,3.39e-06,0.162,0.775,103.497,audio_features,https://api.spotify.com/v1/audio-analysis/5jpIeF3LgxACAOn0gUh3cy,167000,4
345,18.0,France,21,Marie Myriam,L'oiseau et l'enfant,French,1,1977,0.0,0,L'oiseau et l'enfant,Marie Myriam,5Yv3QyH7waV0k2L95L5t4T,0,spotify:track:5Yv3QyH7waV0k2L95L5t4T,0.644,0.485,0,-9.804,0,0.068,0.715,0.0,0.475,0.568,121.303,audio_features,https://api.spotify.com/v1/audio-analysis/5Yv3QyH7waV0k2L95L5t4T,185120,4
348,3.0,Italy,23,Ricchi e Poveri,Questo amore,Italian,12,1978,0.0,0,Questo amore,Ricchi E Poveri,0K37MCzwz20TGhAXOL2iSb,18,spotify:track:0K37MCzwz20TGhAXOL2iSb,0.537,0.432,1,-11.684,1,0.0294,0.479,0.00101,0.169,0.631,145.486,audio_features,https://api.spotify.com/v1/audio-analysis/0K37MCzwz20TGhAXOL2iSb,261027,4
349,4.0,Finland,17,Seija Simola,Anna rakkaudelle tilaisuus,Finnish,18,1978,0.0,0,Anna rakkaudelle tilaisuus,Seija Simola,3Nwl6LId5B91SBnVD1T6wL,9,spotify:track:3Nwl6LId5B91SBnVD1T6wL,0.52,0.304,7,-9.028,1,0.0362,0.848,0.0,0.0884,0.385,80.338,audio_features,https://api.spotify.com/v1/audio-analysis/3Nwl6LId5B91SBnVD1T6wL,158267,4
352,7.0,Spain,18,José Vélez,Bailemos un vals,Spanish[b],9,1978,0.0,0,Bailemos un vals,José Velez,07HHIWiizlox1aoaxscHoj,35,spotify:track:07HHIWiizlox1aoaxscHoj,0.571,0.85,0,-4.479,1,0.0325,0.264,0.00477,0.214,0.727,98.829,audio_features,https://api.spotify.com/v1/audio-analysis/07HHIWiizlox1aoaxscHoj,187533,3
353,8.0,United Kingdom,21,Co-Co,The Bad Old Days,English,11,1978,0.0,0,Bad old days,Co-Co,2M0qdQN1sqUWO0J922vn13,16,spotify:track:2M0qdQN1sqUWO0J922vn13,0.532,0.527,10,-6.79,1,0.0337,0.632,0.0,0.521,0.713,92.57,audio_features,https://api.spotify.com/v1/audio-analysis/2M0qdQN1sqUWO0J922vn13,156453,4
361,16.0,Denmark,11,Mabel,Boom Boom,Danish,16,1978,0.0,0,Boom boom,Mabel,5AlWrUcJpzbp7cw35uMz9u,39,spotify:track:5AlWrUcJpzbp7cw35uMz9u,0.378,0.816,7,-4.681,1,0.035,0.0554,0.0,0.186,0.916,112.931,audio_features,https://api.spotify.com/v1/audio-analysis/5AlWrUcJpzbp7cw35uMz9u,178173,4
362,17.0,Luxembourg,22,Baccara,Parlez-vous français ?,French,7,1978,0.0,0,Parlez-vous francais?,Baccara,673foE9F1zexKf0VPCIB4k,31,spotify:track:673foE9F1zexKf0VPCIB4k,0.525,0.876,5,-7.937,1,0.121,0.039,1.15e-06,0.116,0.84,126.522,audio_features,https://api.spotify.com/v1/audio-analysis/673foE9F1zexKf0VPCIB4k,264013,4
365,20.0,Sweden,18,Björn Skifs,Det blir alltid värre framåt natten,Swedish,14,1978,0.0,0,Det blir alltid värre framåt natten,Björn Skifs,21Ko7CH62N6s0sq2nfttv2,35,spotify:track:21Ko7CH62N6s0sq2nfttv2,0.499,0.6,5,-6.929,1,0.0294,0.127,0.0,0.172,0.498,77.979,audio_features,https://api.spotify.com/v1/audio-analysis/21Ko7CH62N6s0sq2nfttv2,182613,4
366,1.0,Portugal,15,Manuela Bravo,"Sobe, sobe, balão sobe",Portuguese,9,1979,0.0,0,"Sobe, sobe, balão sobe - eurovisão 79 - ",Manuela Bravo,5BQwJzzQdGLvbZD43zDjuW,16,spotify:track:5BQwJzzQdGLvbZD43zDjuW,0.355,0.645,4,-5.813,0,0.0397,0.483,0.0,0.12,0.445,97.81,audio_features,https://api.spotify.com/v1/audio-analysis/5BQwJzzQdGLvbZD43zDjuW,178093,4
368,3.0,Denmark,12,Tommy Seebach,Disco Tango,Danish,6,1979,0.0,0,Disco tango,Tommy Seebach,1WdvWXxd1jLyu8Qp1BKbhk,0,spotify:track:1WdvWXxd1jLyu8Qp1BKbhk,0.681,0.698,7,-12.697,0,0.0851,0.0595,1.13e-06,0.311,0.741,133.066,audio_features,https://api.spotify.com/v1/audio-analysis/1WdvWXxd1jLyu8Qp1BKbhk,170173,4
369,4.0,Ireland,15,Cathal Dunne,Happy Man,English,5,1979,0.0,0,Happy man,Cahal Dunne,0qbyhyP2XsGmUc68op3dC0,3,spotify:track:0qbyhyP2XsGmUc68op3dC0,0.494,0.548,2,-9.202,1,0.0318,0.643,0.0,0.111,0.477,102.249,audio_features,https://api.spotify.com/v1/audio-analysis/0qbyhyP2XsGmUc68op3dC0,220467,4
370,5.0,Finland,18,Katri Helena,Katson sineen taivaan,Finnish,14,1979,0.0,0,Katson sineen taivaan,Katri Helena,0z1iLN8lfdST4QehE4C4dD,0,spotify:track:0z1iLN8lfdST4QehE4C4dD,0.678,0.416,9,-9.915,1,0.0533,0.522,0.0,0.12,0.525,125.282,audio_features,https://api.spotify.com/v1/audio-analysis/0z1iLN8lfdST4QehE4C4dD,175693,4
374,9.0,Germany,24,Dschinghis Khan,Dschinghis Khan,German,4,1979,0.0,0,Dschinghis khan,Dschinghis Khan,0ksebE6LrZocf2L5f4N1q7,52,spotify:track:0ksebE6LrZocf2L5f4N1q7,0.704,0.85,9,-5.098,0,0.0412,0.0287,0.0,0.0957,0.783,139.997,audio_features,https://api.spotify.com/v1/audio-analysis/0ksebE6LrZocf2L5f4N1q7,186320,4
376,11.0,France,23,Anne-Marie David,Je suis l'enfant soleil,French,3,1979,0.0,0,Je suis l'enfant soleil,Anne-Marie David,0DmO7vmzpWybDWJ51mIPFZ,0,spotify:track:0DmO7vmzpWybDWJ51mIPFZ,0.337,0.723,10,-4.257,0,0.037,0.83,0.0,0.699,0.289,145.468,audio_features,https://api.spotify.com/v1/audio-analysis/0DmO7vmzpWybDWJ51mIPFZ,189813,4
380,15.0,Sweden,19,Ted Gärdestad,Satellit,Swedish,17,1979,0.0,0,Satellit,Ted Gärdestad,3YwVIeeplBj3YSWT7vCr79,0,spotify:track:3YwVIeeplBj3YSWT7vCr79,0.511,0.79,10,-4.376,1,0.0405,0.26,0.0,0.0585,0.948,108.368,audio_features,https://api.spotify.com/v1/audio-analysis/3YwVIeeplBj3YSWT7vCr79,257587,4
381,16.0,Norway,19,Anita Skorgan,Oliver,Norwegian,11,1979,0.0,0,Oliver,Anita Skorgan,0MOgrbohfnHA8ISdeveRf5,19,spotify:track:0MOgrbohfnHA8ISdeveRf5,0.743,0.586,0,-8.895,1,0.0365,0.861,8.34e-06,0.0703,0.895,124.958,audio_features,https://api.spotify.com/v1/audio-analysis/0MOgrbohfnHA8ISdeveRf5,175000,4
384,19.0,Spain,19,Betty Missiego,Su canción,Spanish,2,1979,0.0,0,Su canción,Betty Missiego,2YDMHFV05yjkhAbh2gDm6B,27,spotify:track:2YDMHFV05yjkhAbh2gDm6B,0.792,0.417,2,-13.948,1,0.0317,0.127,0.0,0.303,0.832,99.935,audio_features,https://api.spotify.com/v1/audio-analysis/2YDMHFV05yjkhAbh2gDm6B,183093,4
386,2.0,Turkey,3,Ajda Pekkan,Pet'r Oil,Turkish,15,1980,0.0,0,Petrol,Ajda Pekkan,1oWBU21cV62x7xR0aaC6sP,7,spotify:track:1oWBU21cV62x7xR0aaC6sP,0.718,0.862,0,-4.24,1,0.103,0.272,4.82e-05,0.189,0.35,120.073,audio_features,https://api.spotify.com/v1/audio-analysis/1oWBU21cV62x7xR0aaC6sP,265840,4
390,6.0,Italy,25,Alan Sorrenti,Non so che darei,Italian,6,1980,0.0,0,Non so che darei,Alan Sorrenti,0EOdowktdF7kczBbqstCfF,42,spotify:track:0EOdowktdF7kczBbqstCfF,0.634,0.439,6,-14.653,1,0.05,0.079,0.000221,0.188,0.727,87.057,audio_features,https://api.spotify.com/v1/audio-analysis/0EOdowktdF7kczBbqstCfF,249867,4
392,8.0,Sweden,20,Tomas Ledin,Just nu!,Swedish,10,1980,0.0,0,Just nu,Tomas Ledin,65SBA09OxWed0kFLCyGzh8,0,spotify:track:65SBA09OxWed0kFLCyGzh8,0.748,0.474,9,-14.239,0,0.0448,0.0103,0.229,0.0645,0.904,140.262,audio_features,https://api.spotify.com/v1/audio-analysis/65SBA09OxWed0kFLCyGzh8,222173,4
394,10.0,Finland,19,Vesa-Matti Loiri,Huilumies,Finnish,19,1980,0.0,0,Huilumies,Vesa-Matti Loiri,1vn2Z9gR5oeCi8zkOcX2uu,2,spotify:track:1vn2Z9gR5oeCi8zkOcX2uu,0.563,0.676,1,-11.677,1,0.304,0.325,0.0,0.203,0.818,161.436,audio_features,https://api.spotify.com/v1/audio-analysis/1vn2Z9gR5oeCi8zkOcX2uu,182506,4
396,12.0,Germany,25,Katja Ebstein,Theater,German,2,1980,0.0,0,Theater,Katja Ebstein,0AwEdicbbKKAoB7ft7pJWI,32,spotify:track:0AwEdicbbKKAoB7ft7pJWI,0.527,0.503,10,-9.118,1,0.0332,0.609,0.0,0.321,0.627,92.705,audio_features,https://api.spotify.com/v1/audio-analysis/0AwEdicbbKKAoB7ft7pJWI,167827,4
397,13.0,United Kingdom,23,Prima Donna,Love Enough for Two,English,3,1980,0.0,0,Love enough for two,Prima Donna,1Nf5PDrf70crJRC8UwJKbi,13,spotify:track:1Nf5PDrf70crJRC8UwJKbi,0.621,0.634,4,-5.882,1,0.0354,0.716,0.000343,0.166,0.679,130.113,audio_features,https://api.spotify.com/v1/audio-analysis/1Nf5PDrf70crJRC8UwJKbi,178680,4
398,14.0,Portugal,16,José Cid,"Um grande, grande amor",Portuguese[b][c][e][g],7,1980,0.0,0,Grande grande amor,José Cid,3vgwLHnc42JplZFu7AVXKA,17,spotify:track:3vgwLHnc42JplZFu7AVXKA,0.625,0.426,2,-10.878,1,0.0434,0.333,0.0,0.162,0.442,135.697,audio_features,https://api.spotify.com/v1/audio-analysis/3vgwLHnc42JplZFu7AVXKA,235173,4
401,17.0,Ireland,16,Johnny Logan,What's Another Year,English,1,1980,0.0,0,What's another year,Johnny Logan,51hipIpHYmj2Qh2tyQ32h6,49,spotify:track:51hipIpHYmj2Qh2tyQ32h6,0.45,0.28,9,-13.723,0,0.028,0.298,2.2e-05,0.142,0.185,89.807,audio_features,https://api.spotify.com/v1/audio-analysis/51hipIpHYmj2Qh2tyQ32h6,188667,4
402,18.0,Spain,20,Trigo Limpio,Quédate esta noche,Spanish,12,1980,0.0,0,Quédate esta noche,Trigo Limpio,5hijfO71dmiQXCSRRMuJ3j,22,spotify:track:5hijfO71dmiQXCSRRMuJ3j,0.827,0.678,4,-10.635,0,0.102,0.539,0.0,0.634,0.701,127.428,audio_features,https://api.spotify.com/v1/audio-analysis/5hijfO71dmiQXCSRRMuJ3j,172096,4
406,3.0,Germany,26,Lena Valaitis,Johnny Blue,German,2,1981,0.0,0,Johnny blue,Lena Valaitis,5e6KfjLDK12b19zGnHaDf4,43,spotify:track:5e6KfjLDK12b19zGnHaDf4,0.627,0.449,5,-9.176,1,0.03,0.779,1.29e-06,0.162,0.546,113.969,audio_features,https://api.spotify.com/v1/audio-analysis/5e6KfjLDK12b19zGnHaDf4,181467,4
411,8.0,Finland,20,Riki Sorsa,Reggae OK,Finnish,16,1981,0.0,0,Reggae o.k.,Riki Sorsa,1imEEZtoDgs1m6eV8HXpn7,19,spotify:track:1imEEZtoDgs1m6eV8HXpn7,0.713,0.875,7,-3.134,1,0.0746,0.0174,7.38e-06,0.538,0.949,129.991,audio_features,https://api.spotify.com/v1/audio-analysis/1imEEZtoDgs1m6eV8HXpn7,165107,4
413,10.0,Spain,21,Bacchelli,Y sólo tú,Spanish,14,1981,0.0,0,Y solo tú,Bacchelli,1d9NXqULwsBqqdUx4Nvnl4,26,spotify:track:1d9NXqULwsBqqdUx4Nvnl4,0.549,0.846,9,-5.182,1,0.0569,0.384,0.0,0.128,0.933,97.898,audio_features,https://api.spotify.com/v1/audio-analysis/1d9NXqULwsBqqdUx4Nvnl4,208107,4
415,12.0,Ireland,17,Sheeba,Horoscopes,English,5,1981,0.0,0,Horoscopes,Sheeba,1dqKwHVYD0NFiHtBspL9bw,14,spotify:track:1dqKwHVYD0NFiHtBspL9bw,0.722,0.656,7,-5.497,1,0.0414,0.292,0.0,0.165,0.767,132.676,audio_features,https://api.spotify.com/v1/audio-analysis/1dqKwHVYD0NFiHtBspL9bw,158071,4
416,13.0,Norway,21,Finn Kalvik,Aldri i livet,Norwegian,20,1981,0.0,0,Aldri i livet,Finn Kalvik,3R2tk8Wa0L8cnm8dFHS3hh,0,spotify:track:3R2tk8Wa0L8cnm8dFHS3hh,0.6,0.514,0,-6.661,1,0.0254,0.669,2.67e-05,0.104,0.434,130.004,audio_features,https://api.spotify.com/v1/audio-analysis/3R2tk8Wa0L8cnm8dFHS3hh,229987,4
417,14.0,United Kingdom,24,Bucks Fizz,Making Your Mind Up,English,1,1981,0.0,0,Making your mind up,Bucks Fizz,48qAqrlum27uXD4drLvatw,5,spotify:track:48qAqrlum27uXD4drLvatw,0.584,0.923,2,-4.918,1,0.0667,0.0293,0.000318,0.0478,0.933,173.715,audio_features,https://api.spotify.com/v1/audio-analysis/48qAqrlum27uXD4drLvatw,160053,4
